Data,Código,Nome,Preço Abertura,Preço Máximo,Preço Mínimo,Preço Médio,Preço Fechamento,Volume
20250102,BRSR6,BANRISUL,10.21,10.35,10.03,10.14,10.11,1533742800
20250102,DEXP3,DEXXOS PAR,8.38,8.5,8.23,8.38,8.5,74526900
20250102,DOHL4,DOHLER,3.87,4.06,3.87,3.87,4.06,969400
20250102,BRST3,BRISANET,2.58,2.64,2.49,2.54,2.49,32327900
20250102,GFSA3,GAFISA,1.19,1.22,1.15,1.17,1.16,316593300
20250102,ITSA4,ITAUSA,8.81,8.82,8.63,8.7,8.68,27349257000
20250102,NEOE3,NEOENERGIA,18.91,18.99,18.62,18.87,18.93,2078484800
20250102,NGRD3,NEOGRID,23.05,23.05,21.44,21.98,21.44,83110700
20250102,PETZ3,PETZ,4.01,4.07,3.95,4.01,4,2623868000
20250102,TASA3,TAURUS ARMAS,8.8,8.8,8.4,8.57,8.68,8657800
20250102,TELB3,TELEBRAS,13.15,13.15,12.99,13.07,12.99,261400
20250102,TGMA3,TEGMA,29.14,29.14,28.01,28.34,28.43,778951200
20250102,MTRE3,MITRE REALTY,2.95,2.95,2.8,2.83,2.8,226776900
20250102,RAPT3,RANDON PART,8.21,8.45,8.06,8.22,8.45,25914100
20250102,RDNI3,RNI,2.06,2.12,2.05,2.06,2.08,2723300
20250102,TAEE3,TAESA,11.02,11.05,10.85,10.91,10.94,143919300
20250102,RAIZ4,RAIZEN,2.16,2.17,2.1,2.12,2.13,3050886900
20250102,HBRE3,HBR REALTY,2.92,3.2,2.87,3.02,3.11,252165600
20250102,LVTC3,WDC NETWORKS,2.32,2.4,2.21,2.32,2.3,13115000
20250102,MDIA3,M.DIASBRANCO,20.16,20.16,19.43,19.64,19.61,1177086300
20250102,MGEL4,MANGELS INDL,7.98,7.98,7.01,7.19,7.01,2446100
20250102,SAPR4,SANEPAR,5.47,5.47,5.31,5.36,5.34,1971219500
20250102,VITT3,VITTIA,5.28,5.35,5.11,5.27,5.35,85200400
20250102,VLID3,VALID,24.3,24.4,21.5,22.36,21.5,1874114300
20250102,PATI3,PANATLANTICA,26,26,26,26,26,1040000
20250102,PEAB3,PAR AL BAHIA,42.5,42.5,42.5,42.5,42.5,425000
20250102,POMO3,MARCOPOLO,5.63,5.85,5.56,5.77,5.83,250262300
20250102,SOJA3,BOA SAFRA,10.5,10.5,10.04,10.15,10.1,234858600
20250102,YDUQ3,YDUQS PART,8.44,8.49,8.19,8.32,8.47,6022114000
20250102,PSSA3,PORTO SEGURO,36.67,36.67,35.99,36.27,36.22,8535543100
20250102,COGN3,COGNA ON,1.09,1.11,1.07,1.08,1.08,2336572800
20250102,QUAL3,QUALICORP,1.53,1.54,1.45,1.48,1.5,445939700
20250102,JBSS3,JBS,36.5,37.48,35.79,36.65,37.1,30661215300
20250102,MNDL3,MUNDIAL,16.97,16.97,16.97,16.97,16.97,339400
20250102,KLBN3,KLABIN S/A,4.87,4.91,4.75,4.83,4.8,313826100
20250102,AALR3,ALLIAR,8.79,9.5,8,8.43,8,44703900
20250102,BOBR4,BOMBRIL,1.83,1.88,1.77,1.82,1.79,5353700
20250102,ELMD3,ELETROMIDIA,28.47,28.51,28.19,28.38,28.45,583283400
20250102,GOAU3,GERDAU MET,10.11,10.27,10.05,10.12,10.25,30977700
20250102,AZZA3,AZZAS 2154,29.45,29.45,28.19,28.81,29.14,6339179000
20250102,ASAI3,ASSAI,5.6,5.61,5.36,5.48,5.45,8411858500
20250102,CSUD3,CSU DIGITAL,15.28,15.45,15.02,15.24,15.17,78220100
20250102,LAND3,TERRASANTAPA,13.95,14.19,13.64,13.95,13.84,39923100
20250102,EALT3,ACO ALTONA,13.1,13.12,13.1,13.1,13.11,1966000
20250102,GGPS3,GPS,13.93,14.09,13.57,13.94,14.05,2532431600
20250102,BPAC3,BTGP BANCO,14.34,14.34,13.8,13.87,13.99,3190400
20250102,CASH3,MELIUZ,2.75,2.76,2.69,2.72,2.7,67639600
20250102,CEBR3,CEB,16.16,16.16,15.65,15.82,15.81,2689900
20250102,FIQE3,UNIFIQUE,3.46,3.46,3.37,3.41,3.45,107361300
20250102,CSMG3,COPASA,20.82,20.97,20.06,20.46,20.53,5565699700
20250102,ENGI3,ENERGISA,10.86,10.86,10.31,10.5,10.47,10293000
20250102,EQMA3B,EQTLMARANHAO,23.31,23.55,23.31,23.51,23.55,1410600
20250102,IGTI11,IGUATEMI S.A,17.26,17.38,17.03,17.2,17.23,3074627200
20250102,INTB3,INTELBRAS,12.69,12.72,12.33,12.45,12.43,1535963800
20250102,BLAU3,BLAU,13.22,13.22,12.77,12.91,12.86,296559500
20250102,BMIN4,MERC INVEST,16.9,16.9,16.9,16.9,16.9,169000
20250102,FESA4,FERBASA,8.2,8.24,7.85,7.95,7.85,431587800
20250102,ISAE4,ISA ENERGIA,23.21,23.21,22.8,22.97,22.9,16299500000
20250102,OPCT3,OCEANPACT,5.29,5.35,5.21,5.28,5.31,237720900
20250102,CGRA4,GRAZZIOTIN,25.81,26.26,25.68,25.77,25.76,14948200
20250102,CMIG4,CEMIG,11.1,11.11,10.92,11,11.08,15559861800
20250102,AZEV4,AZEVEDO,0.94,0.99,0.94,0.96,0.97,208485600
20250102,CYRE3,CYRELA REALT,16.9,16.98,16.27,16.55,16.57,12093160700
20250102,DMVF3,D1000VFARMA,6.05,6.15,5.64,5.85,5.69,38767400
20250102,DXCO3,DEXCO,6.02,6.02,5.84,5.9,5.87,2476626600
20250102,GEPA3,GER PARANAP,27.6,31,27.6,29.3,31,1172000
20250102,ITSA3,ITAUSA,9,9,8.85,8.9,8.87,124458900
20250102,PGMN3,PAGUE MENOS,3.18,3.18,3.07,3.12,3.13,313380800
20250102,PLPL3,PLANOEPLANO,9.11,9.2,8.9,9.02,9.11,1282488900
20250102,NTCO3,GRUPO NATURA,12.66,12.77,12.19,12.44,12.47,9897881800
20250102,RENT3,LOCALIZA,32.2,32.49,31.4,32.04,32.2,24764694300
20250102,TECN3,TECHNOS,5.45,5.59,5.26,5.38,5.35,55173500
20250102,TFCO4,TRACK FIELD,8.83,8.88,8.73,8.77,8.76,418196700
20250102,TOTS3,TOTVS,26.54,26.87,25.89,26.21,26.38,6710152900
20250102,RANI3,IRANI,6.84,6.87,6.65,6.73,6.68,615252600
20250102,RCSL4,RECRUSUL,1.05,1.06,0.94,0.96,0.94,266780200
20250102,TAEE11,TAESA,32.88,33.04,32.59,32.79,32.92,8941119200
20250102,RAIL3,RUMO S.A.,17.76,17.91,17.39,17.74,17.79,16658619900
20250102,HBOR3,HELBOR,1.39,1.41,1.36,1.38,1.38,65405100
20250102,LUPA3,LUPATECH,1.17,1.34,1.17,1.26,1.3,22567200
20250102,MBLY3,MOBLY,1.56,1.56,1.5,1.51,1.5,3172400
20250102,MELK3,MELNICK,3.59,3.59,3.44,3.48,3.45,108658700
20250102,SAPR3,SANEPAR,5.54,5.54,5.21,5.34,5.25,334653100
20250102,VALE3,VALE,54.71,55.1,54.23,54.52,54.25,96089004300
20250102,VIVT3,TELEF BRASIL,46.5,47.51,46.44,47.07,47.06,8266299400
20250102,VULC3,VULCABRAS,15.57,15.73,15.24,15.46,15.53,1073617200
20250102,PDTC3,PADTEC,1.26,1.26,1.22,1.24,1.25,954900
20250102,PNVL3,DIMED,8.79,8.82,8.56,8.62,8.6,294692200
20250102,SNSY5,SANSUY,3.84,3.84,3.5,3.59,3.5,1294500
20250102,SUZB3,SUZANO S.A.,61.36,63.02,61.35,62.56,62.4,36206569300
20250102,BGIP4,BANESE,24,24,23.01,23.32,23.01,10498000
20250102,COCE5,COELCE,24.8,25.07,24.28,24.45,24.28,23718900
20250102,ELET6,ELETROBRAS,38.15,38.38,37.48,37.92,37.83,6840914300
20250102,SMTO3,SAO MARTINHO,23.26,23.38,22.98,23.15,23.01,2090615100
20250102,DEXP4,DEXXOS PAR,8.26,8.26,8.26,8.26,8.26,82600
20250102,DOTZ3,DOTZ SA,2.91,3,2.81,2.94,3,2299600
20250102,BSLI3,BRB BANCO,8.1,8.1,8.1,8.1,8.1,243000
20250102,GGBR3,GERDAU,16.83,16.85,16.53,16.63,16.56,40910100
20250102,ATED3,ATOM EDUC,1.39,1.75,1.37,1.6,1.56,13551800
20250102,PINE3,PINE,4.4,5.02,4.24,4.56,4.41,3289200
20250102,NINJ3,GETNINJAS,4.91,5.1,4.82,5.01,5.1,5971400
20250102,RECV3,PETRORECSA,16.21,16.55,16.12,16.41,16.5,3245361300
20250102,TASA4,TAURUS ARMAS,8.35,8.35,8.05,8.22,8.31,205475600
20250102,TELB4,TELEBRAS,7.2,7.39,7.2,7.27,7.39,290900
20250102,TIMS3,TIM,14.26,14.6,14.26,14.5,14.52,8408500300
20250102,MTSA4,METISA,37.95,39.3,37.95,38.7,39.3,5032000
20250102,RAPT4,RANDON PART,9.89,10.09,9.78,9.95,9.95,2487180900
20250102,RDOR3,REDE D OR,25.21,25.46,24.77,25.12,25.26,14695196000
20250102,TAEE4,TAESA,11.07,11.09,10.94,10.99,10.98,276356900
20250102,VVEO3,VIVEO,2.01,2.11,1.98,2.04,2.01,283874800
20250102,HBSA3,HIDROVIAS,2.75,2.77,2.7,2.74,2.73,876384000
20250102,LWSA3,LWSA,3.32,3.32,3.16,3.23,3.25,1903742900
20250102,MDNE3,MOURA DUBEUX,10.84,10.84,10.43,10.55,10.59,802047400
20250102,MGLU3,MAGAZ LUIZA,6.5,6.57,6.25,6.4,6.43,18222682600
20250102,SBFG3,GRUPO SBF,10.63,10.77,10.44,10.61,10.64,1484375900
20250102,VIVA3,VIVARA S.A.,19.11,19.17,18.48,18.66,18.55,5232533800
20250102,VSTE3,VESTE,7.81,7.81,6.73,7.12,6.73,15175500
20250102,PCAR3,P.ACUCAR-CBD,2.56,2.66,2.53,2.6,2.63,1941249900
20250102,PETR3,PETROBRAS,39.55,40.81,39.45,40.3,40.52,44659384700
20250102,POMO4,MARCOPOLO,7.38,7.69,7.33,7.56,7.66,8086583000
20250102,SRNA3,SERENA,5.5,5.56,5.28,5.34,5.28,923456400
20250102,ZAMP3,ZAMP S.A.,2.32,2.32,2.09,2.15,2.1,224317200
20250102,PTBL3,PORTOBELLO,3.62,3.68,3.48,3.55,3.51,154739000
20250102,EKTR4,ELEKTRO,50,50.5,50,50.13,50,2005200
20250102,RADL3,RAIADROGASIL,21.86,22.2,21.37,21.6,21.76,17125228800
20250102,GRND3,GRENDENE,4.9,4.98,4.82,4.91,4.91,855683200
20250102,WHRL4,WHIRLPOOL,4.2,4.31,4.18,4.25,4.25,6083800
20250102,SCAR3,SAO CARLOS,18.6,18.61,16.36,17.18,18.5,287752200
20250102,SIMH3,SIMPAR,3.51,3.56,3.33,3.4,3.41,1088885600
20250102,PRIO3,PETRORIO,40.31,41.38,40.21,40.95,40.77,29846789800
20250102,SANB4,SANTANDER BR,12.71,12.71,12.1,12.32,12.52,227134700
20250102,VBBR3,VIBRA,17.83,17.98,17.6,17.79,17.72,21308679400
20250102,FRIO3,METALFRIO,327.99,327.99,299,315.27,302.21,53596900
20250102,TRIS3,TRISUL,4.4,4.41,4.29,4.34,4.33,208718900
20250102,ALPA4,ALPARGATAS,6.36,6.37,6,6.21,6.32,2428031300
20250102,ALUP4,ALUPAR,8.89,8.97,8.72,8.77,8.97,12984100
20250102,AHEB3,SPTURIS,38.25,38.25,38.25,38.25,38.25,382500
20250102,BBDC4,BRADESCO,11.31,11.5,11.13,11.36,11.4,35507916400
20250102,LPSB3,LOPES BRASIL,1.5,1.52,1.43,1.48,1.52,7207800
20250102,AGRO3,BRASILAGRO,22.34,22.49,21.92,22.05,22.25,1121110200
20250102,EVEN3,EVEN,5.36,5.4,5.26,5.3,5.31,609976800
20250102,BIED3,BIOMA EDUC,4.32,4.39,4.32,4.35,4.39,87100
20250102,BRAP4,BRADESPAR,16.58,16.61,16.38,16.47,16.49,4206971500
20250102,HAPV3,HAPVIDA,2.21,2.24,2.14,2.19,2.17,11647755600
20250102,CPLE6,COPEL,9.1,9.15,8.93,9.07,9.09,13645472800
20250102,UGPA3,ULTRAPAR,15.82,16.11,15.69,15.86,15.86,8384419600
20250102,MWET3,WETZEL S/A,12.5,12.5,12.5,12.5,12.5,250000
20250102,TXRX4,TEX RENAUX,2.11,2.11,2.1,2.1,2.1,231100
20250102,CTSA4,SANTANENSE,0.79,0.79,0.79,0.79,0.79,110600
20250102,OSXB3,OSX BRASIL,3.88,3.88,3.8,3.83,3.83,421500
20250102,RPMG3,PET MANGUINH,2.66,2.66,2.6,2.62,2.6,4435400
20250102,RNEW4,RENOVA,0.94,0.95,0.92,0.93,0.94,3831400
20250102,TELB1,TELEBRAS,0.72,1.49,0.65,0.95,1.41,2119100
20250102,HSRE11,FII HSIRENDA,103.03,103.03,103.02,103.02,103.02,144229
20250102,KCRE11,FII KINEA CR,8.3,8.45,8.3,8.4,8.39,37713820
20250102,KIVO11,FII KIVO,58.98,61.72,57.84,59.35,58.68,99848963
20250102,DIRR3,DIRECIONAL,26.61,26.74,25.97,26.47,26.62,5606508800
20250102,DTCY3,DTCOM-DIRECT,4.43,4.43,4.43,4.43,4.43,88600
20250102,BSLI4,BRB BANCO,8.17,8.47,8.17,8.32,8.47,166400
20250102,GGBR4,GERDAU,18.09,18.17,17.76,17.95,17.91,17036577700
20250102,PFRM3,PROFARMA,6.18,6.18,5.87,6.05,6.16,215837900
20250102,PINE4,PINE,4.36,4.54,4.3,4.4,4.33,185650100
20250102,NORD3,NORDON MET,6,6.96,6,6.65,6.75,332600
20250102,REDE3,REDE ENERGIA,6.29,6.29,6.28,6.28,6.29,502900
20250102,TCSA3,TECNISA,1.33,1.35,1.25,1.28,1.26,9948500
20250102,TEND3,TENDA,12.31,12.45,11.93,12.25,12.41,2836718100
20250102,TKNO4,TEKNO,61,61,61,61,61,610000
20250102,MULT3,MULTIPLAN,20.67,20.71,20.23,20.46,20.53,7526164400
20250102,RCSL3,RECRUSUL,6.42,6.56,5.28,5.7,5.39,1825543400
20250102,SYNE3,SYN PROP TEC,5.54,5.54,4.95,5.28,5.28,1167285500
20250102,MRVE3,MRV,5.31,5.32,5.11,5.22,5.22,4285537900
20250102,WEGE3,WEG,52.61,53.06,52.25,52.69,52.72,21234010100
20250102,HBTS5,HABITASUL,28.5,28.5,28.5,28.5,28.5,285000
20250102,MATD3,MATER DEI,3.61,3.61,3.48,3.51,3.48,207225100
20250102,MEAL3,IMC S/A,0.99,1,0.98,0.98,0.98,14641800
20250102,SAPR11,SANEPAR,27.6,27.7,26.6,26.91,26.78,4348825100
20250102,SBSP3,SABESP,88.25,89.07,87.43,88.3,88.47,26278081300
20250102,VIVR3,VIVER,1.18,1.2,1.09,1.11,1.09,30999800
20250102,VTRU3,VITRUEDUCA,6.08,6.59,5.74,6.25,6.41,125221600
20250102,PDGR3,PDG REALT,0.01,0.01,0.01,0.01,0.01,2190500
20250102,PETR4,PETROBRAS,36.42,37.09,36.19,36.72,36.77,110349979500
20250102,SNSY3,SANSUY,9.7,10.3,9.7,10,10.3,200000
20250102,STBP3,SANTOS BRP,13.1,13.24,13.08,13.17,13.22,6260414400
20250102,BGIP3,BANESE,24.9,24.9,24.9,24.9,24.9,249000
20250102,PTNT4,PETTENATI,6,6,5.81,5.87,5.81,1174900
20250102,ELET3,ELETROBRAS,34.15,34.38,33.73,34.07,34,36985018300
20250102,SMFT3,SMART FIT,16.73,16.88,16.43,16.69,16.63,5720175100
20250102,WHRL3,WHIRLPOOL,3.88,3.97,3.84,3.9,3.86,2656600
20250102,PRNR3,PRINER,13.46,13.46,12.97,13.1,13.15,588603700
20250102,SHUL4,SCHULZ,5.77,5.77,5.58,5.62,5.67,319176100
20250102,POSI3,POSITIVO TEC,5.19,5.23,4.98,5.07,4.98,519766000
20250102,SANB3,SANTANDER BR,11.42,11.42,11.1,11.21,11.37,320843800
20250102,VAMO3,VAMOS,4.78,4.78,4.48,4.59,4.6,3645939600
20250102,FRAS3,FRAS-LE,20.55,20.62,20.3,20.45,20.48,415231700
20250102,TRAD3,TC,6.85,7,6.68,6.87,6.95,68245300
20250102,ALPA3,ALPARGATAS,5.81,6.15,5.81,5.98,6.15,3773500
20250102,ALUP3,ALUPAR,8.87,9,8.82,8.92,8.96,8657100
20250102,AMOB3,AUTOMOB,0.34,0.35,0.32,0.33,0.34,893681500
20250102,BBDC3,BRADESCO,10.45,10.52,10.26,10.41,10.48,12355094000
20250102,LOGN3,LOG-IN,20.51,20.7,20.01,20.28,20.28,99615700
20250102,AFLT3,AFLUENTE T,7.49,7.49,7.49,7.49,7.49,74900
20250102,EUCA4,EUCATEX,13.95,14.17,13.5,13.76,13.5,63714200
20250102,BHIA3,CASAS BAHIA,2.86,2.9,2.78,2.81,2.84,613656300
20250102,BRAP3,BRADESPAR,16,16,15.58,15.75,15.77,102264500
20250102,HAGA4,HAGA S/A,1.18,1.18,1.15,1.15,1.16,1001400
20250102,CPLE5,COPEL,10.4,10.49,10.4,10.44,10.4,626600
20250102,UCAS3,UNICASA,1.86,1.93,1.81,1.87,1.83,11785200
20250102,UNIP6,UNIPAR,48.01,48.01,46,46.73,46,950123200
20250102,SEQL3,SEQUOIA LOG,2.51,2.73,2.51,2.62,2.54,95443200
20250102,CTSA3,SANTANENSE,1.51,1.51,1.51,1.51,1.51,936200
20250102,OIBR4,OI,9,9.11,8.62,8.82,8.94,17118200
20250102,PMAM3,PARANAPANEMA,1.03,1.04,1,1.02,1.04,13601200
20250102,RNEW3,RENOVA,0.96,0.97,0.93,0.95,0.97,2255900
20250102,LJQQ1,QUERO-QUERO,0.81,0.81,0.15,0.22,0.18,12775900
20250102,HSML11,FII HSI MALL,71.45,72.9,71.4,72.08,72.89,308888458
20250102,HUSC11,FII H UNIMED,90,91.37,90,90.47,91.37,1999537
20250102,KISU11,FII KILIMA,7,7.1,6.96,7.01,7.04,53780429
20250102,BMLC11,FII BMBRC LC,94.71,97.89,94.18,96.36,97.89,616707
20250102,GUAR3,GUARARAPES,6.14,6.18,5.67,5.82,5.67,1119133700
20250102,WIZC3,WIZ CO,5.62,5.62,5.44,5.49,5.54,391464500
20250102,SEER3,SER EDUCA,4.49,4.58,4.41,4.46,4.41,172015400
20250102,SLCE3,SLC AGRICOLA,17.5,17.68,17.27,17.36,17.32,3504426500
20250102,RSUL4,RIOSULENSE,55,55,55,55,55,550000
20250102,USIM3,USIMINAS,5.33,5.34,5.16,5.22,5.16,110544900
20250102,BEES3,BANESTES,8.5,8.61,8.4,8.5,8.48,13091900
20250102,ROMI3,ROMI,8.27,8.42,8.24,8.31,8.25,217927800
20250102,TTEN3,3TENTOS,13.75,13.75,13.16,13.32,13.28,1312200100
20250102,ALPK3,ESTAPAR,2.25,2.28,2.21,2.24,2.24,21634800
20250102,AMAR3,LOJAS MARISA,0.99,1,0.96,0.98,0.97,15525900
20250102,ALLD3,ALLIED,6.87,7,6.8,6.86,7,34163400
20250102,BRBI11,BR PARTNERS,13.2,13.25,12.87,13.01,12.99,1021985100
20250102,LREN3,LOJAS RENNER,12.14,12.24,11.8,12.01,12,14886765200
20250102,KRSA3,KORA SAUDE,8.2,8.2,8.1,8.14,8.19,29639400
20250102,EZTC3,EZTEC,10.81,10.88,10.38,10.65,10.79,4670425000
20250102,BIOM3,BIOMM,10.66,10.66,10.01,10.37,10.5,77210100
20250102,BRAV3,BRAVA,24.35,24.46,23.41,23.86,23.41,28946576700
20250102,CPFE3,CPFL ENERGIA,31.59,31.65,31.05,31.28,31.42,4661615900
20250102,CRFB3,CARREFOUR BR,5.42,5.57,5.27,5.44,5.52,6803435400
20250102,UNIP3,UNIPAR,46.2,46.36,46.19,46.21,46.2,36046200
20250102,MYPK3,IOCHP-MAXION,11.27,11.57,11.05,11.43,11.5,1122464800
20250102,JFEN3,JOAO FORTES,2.39,2.42,2.27,2.31,2.29,4100200
20250102,LIGT3,LIGHT S/A,4.09,4.09,3.99,4.02,4.05,99614800
20250102,ATMP3,ATMASA,1.08,1.22,1.08,1.12,1.22,414800
