Data,Código,Nome,Preço Abertura,Preço Máximo,Preço Mínimo,Preço Médio,Preço Fechamento,Volume
20250110,L1YG34,LLOYDS BANKI,16,16,15.7,15.79,15.79,717288
20250110,LBRD34,LIBERTY BROA,38.52,38.52,37.12,37.49,37.24,3771827
20250110,INBR32,INTER CO,26.52,26.74,25.65,26.1,26.21,4742165564
20250110,XPBR31,XP INC,67.11,68.71,66.72,67.99,68.18,4072725433
20250110,BITO39,CORE SP TOTA,78.4,78.4,77.61,77.64,77.65,7267571
20250110,BIWF39,RUSSEL1000GR,97.15,97.15,97.07,97.13,97.07,621648
20250110,BOTZ39,GX ROBOTC AI,47.87,49.95,47.87,48.47,48.65,2394476
20250110,P1DD34,PDD HOLDING,59.5,60.35,57.45,58.69,57.45,46671595
20250110,CHVX34,CHEVRON,92.64,94.02,92.43,93.67,93.05,1139461605
20250110,P1LD34,PROLOGIS INC,54.03,54.03,52.54,53.11,52.54,1513902
20250110,P2AT34,UIPATH INC,10.24,10.24,9.76,9.94,9.87,822514
20250110,P2ST34,PURE STORAGE,97.8,97.8,97.8,97.8,97.8,48900
20250110,PGCO34,PG,71.05,71.05,68.68,69.16,69.07,7684443
20250110,G1FI34,GOLD FIELDS,44.47,46.44,44.47,45.57,44.53,802093
20250110,G1WW34,WW GRAINGER,161.85,161.85,161.85,161.85,161.85,809250
20250110,REGN34,REGENERON PH,71.7,71.7,71.2,71.21,71.2,242130
20250110,T1DG34,TRANSDIGM GR,155.6,155.89,155.6,155.7,155.89,2320056
20250110,T1OW34,AMERICAN TOW,44.8,45,44.25,44.7,44.25,366585
20250110,T1WL34,TWILIO INC,26.34,26.55,26.32,26.37,26.32,9823714
20250110,NEXT34,NEXTERA ENER,106.67,108.75,102.34,106.45,108.75,63052913
20250110,NOCG34,NORTHROP GRU,563.92,563.92,563.92,563.92,563.92,338352
20250110,V1OD34,VODAFONE GRO,26.85,26.85,24.55,24.88,24.6,3095997
20250110,WGBA34,WALGREENS,31.11,36.4,31.11,35.66,35.91,294159458
20250110,A1AP34,ADVANCE AUTO,17.24,17.73,16.97,17.3,17.73,527927
20250110,A1ES34,AES CORP,74,75.87,73.7,73.84,73.7,546447
20250110,A1LL34,BREAD FINAN,89.97,89.97,89.97,89.97,89.97,89970
20250110,I1DX34,IDEXX LABORA,518.96,518.96,517.12,517.33,517.12,879472
20250110,L1EN34,LENNAR CORP,798.66,798.66,798.66,798.66,798.66,79866
20250110,A1LN34,ALNYLAM PHAR,71.35,71.35,71.35,71.35,71.35,3567500
20250110,BCSA34,SANTANDER,28,28.46,27.87,28.11,28.26,9746975
20250110,Z1TS34,ZOETIS INC,62.57,62.57,61.98,62.48,61.98,4774081
20250110,L1YB34,LYONDELLBASE,221.76,221.76,221.76,221.76,221.76,110880
20250110,L2RN34,STRIDE INC,171.2,174.56,171.2,172.14,171.5,76019904
20250110,STOC31,STONE CO,47.95,48.69,47.18,47.79,47.8,398755298
20250110,EXCO32,EXITO,10.55,10.94,10.46,10.78,10.62,62589774
20250110,BIJR39,CORESMALLCAP,87.12,87.12,85.97,86.17,86.28,112024
20250110,BIVW39,SP500GROWTH,77.49,77.49,76.72,77.34,76.96,611427539
20250110,BOEF39,BKR SP100,92.16,92.16,87.36,91.2,87.36,45600
20250110,O1MC34,OMNICOM GROU,255.55,255.55,251.68,255.38,251.68,2324039
20250110,BKNG34,BOOKING,168.09,169.2,164.01,166.62,165.69,98742377
20250110,STZB34,CONSTELLATIO,300,300,277,283.81,278,340580
20250110,MUTC34,MICRON TECHN,100.79,101.77,98.6,100.61,101.07,74686948
20250110,N1GG34,NATIONAL GRI,58.02,58.02,57.42,57.54,57.42,40284
20250110,N1TA34,NETAPP INC,710.45,710.45,710.45,710.45,710.45,1207765
20250110,N1WG34,NATWEST GROU,58,58,56.34,56.54,56.52,5184878
20250110,N2TN34,NUTANIX,93.86,95.22,93.86,94.09,94.91,282298
20250110,JNJB34,JOHNSON,58.3,58.37,57.4,58.08,57.84,95452853
20250110,QCOM34,QUALCOMM,81.59,81.59,79.02,79.48,79.02,17089185
20250110,K1RC34,KROGER CO,363.96,365.4,363.24,364.02,363.24,436824
20250110,R1CL34,ROYAL CARIBB,684.48,692.67,682.01,686.71,691.12,892728
20250110,R1MD34,RESMED INC,354.8,355.8,353.92,354.9,354.41,674314
20250110,SLBG34,SCHLUMBERGER,118.16,118.92,118.16,118.31,118.46,82818
20250110,AWII34,ARMSTRONG,951.96,951.96,951.96,951.96,951.96,95196
20250110,V1MC34,VULCAN MATER,25.41,25.41,25.41,25.41,25.41,2541
20250110,RIOT34,RIO TINTO,355,362.77,349.92,360.54,359.66,293806487
20250110,IBMB34,IBM,1358.5,1358.5,1328.4,1342.18,1340.51,28722777
20250110,S1NP34,SYNOPSYS INC,754.4,754.4,751.12,751.28,751.12,1502568
20250110,S1YF34,SYNCHRONY FI,395.55,395.55,391.38,393.46,391.38,6924984
20250110,S2FM34,SPROUTS FARM,281.49,281.49,281.49,281.49,281.49,112596
20250110,S2NW34,SNOWFLAKE,24.9,25.28,24.5,24.99,24.74,15652249
20250110,S2UI34,SUN COMMUN,37.32,37.32,36.45,36.76,36.7,562539
20250110,TXSA34,TERNIUMSA,205.46,205.46,175.95,190.2,175.95,551589
20250110,U1RI34,UNITED RENTA,148.4,148.4,143.5,143.82,146.7,15979124
20250110,A2FY34,AFYA LTD,48,48,45.65,47.76,45.65,9098672
20250110,AAPL34,APPLE,73.22,73.98,71.22,72.31,72.02,1651169265
20250110,B1CS34,BARCLAYS PLC,79.97,79.97,77.8,78.55,77.92,274938
20250110,B1PP34,BP PLC,48.2,48.5,47.58,48.07,47.58,10855429
20250110,B2HI34,BILL HOLD,2.71,2.81,2.71,2.78,2.81,179594
20250110,EXXO34,EXXON MOBIL,81.06,83.59,80.67,82.15,81.76,131816203
20250110,BIYF39,US FINANCIAL,44.19,44.22,44.08,44.18,44.08,238618
20250110,BLBT39,GX LITHIUM B,30.48,30.48,30.48,30.48,30.48,39624
20250110,BSGO39,BKR 0 3M TRS,61.92,62.04,61.92,61.96,62.04,50130960
20250110,BSLV39,SILVER TRUST,56.89,56.89,55.68,56.45,56.11,11511705
20250110,BHYG39,BKR IBOXX HY,60.18,60.24,59.72,60.15,60.06,2712830
20250110,BIEM39,COREMSCI EMK,52.2,52.36,51.98,52.18,52.01,1299324
20250110,BIHI39,USMEDICDEVIC,10.42,10.42,10.37,10.39,10.37,20790
20250110,BURA39,GX URANIUM,57.16,57.16,55.32,55.43,55.38,2483415
20250110,BXTC39,EXPON TECHNL,63.72,63.72,61.42,61.62,61.42,67792
20250110,BAIQ39,GX AI TECH,79.28,79.28,77.51,77.61,77.51,1358206
20250110,BEGU39,TRUSTMSCI US,78.13,78.13,78.13,78.13,78.13,5469100
20250110,BQUA39,MSCIUSQUAL F,72,72.17,71.68,71.97,71.82,1425053
20250110,BEWH39,MSCIHONGKONG,32.59,32.59,32.59,32.59,32.59,6518
20250110,BEWZ39,MSCI BRAZIL,46.54,46.54,46.12,46.37,46.38,264315
20250110,BFXI39,CHINALARGECA,35.4,35.4,35.16,35.28,35.16,35280
20250110,BGWH39,COREDIVGROWT,74.15,74.15,73.95,74,73.95,569843
20250110,BBUG39,GX CYBERSECT,64.78,64.78,64.78,64.78,64.78,408114
20250110,BDRI39,GX AEVEHICLE,46.16,46.16,46.16,46.16,46.16,4616
20250110,EGIE3F,ENGIE BRASIL,35.56,35.57,34.95,35.12,35,161571828
20250110,GOAU4F,GERDAU MET,9.66,9.7,9.37,9.46,9.53,45029012
20250110,BALM4F,BAUMER,10.26,10.26,10.25,10.25,10.25,41020
20250110,BEES4F,BANESTES,8.44,8.47,8.35,8.41,8.38,1481191
20250110,CMIN3F,CSNMINERACAO,4.76,4.88,4.66,4.76,4.84,22710850
20250110,DASA11F,DASA,0.9,0.9,0.9,0.9,0.9,450
20250110,DEXP4F,DEXXOS PAR,8.24,8.33,8.24,8.3,8.33,23256
20250120,PLPL3,PLANOEPLANO,8.87,9.2,8.85,9.03,9,510430300
20250120,SAPR11,SANEPAR,25.83,26.48,25.76,26.22,26.47,1877095600
20250120,WHRL3,WHIRLPOOL,3.89,3.89,3.89,3.89,3.89,38900
20250120,BIOM3,BIOMM,9.2,9.95,9.1,9.61,9.3,123505800
20250120,BMGB4,BANCO BMG,3.76,3.76,3.71,3.72,3.73,125116200
20250120,CRPG5,CRISTAL,19.15,19.47,19.1,19.26,19.45,4816000
20250110,BIYE39,BKR US ENER,95.52,95.55,95.52,95.54,95.54,151924300
20250110,BKCH39,GX BLOCKCHAI,170,170,160.93,165.12,164.39,429326
20250110,ETHA39,BKR ETHEREUM,50,50.6,49.21,49.81,49.21,29547863
20250110,BSIL39,GX SILVER MN,40.48,40.48,40.06,40.18,40.06,64288
20250110,BTIP39,BKR TIP,65,65,65,65,65,1300000
20250110,BIEF39,COREMSCIEAFE,53.5,53.5,53.16,53.3,53.16,1940478
20250110,BIHE39,BKR PHARMACL,22.26,22.26,22.26,22.26,22.26,4452
20250110,BTLT39,BKR 20YR TRS,34.47,35.01,34.32,34.74,34.7,21803126
20250110,BUSR39,CORE US REIT,58.33,58.33,58.33,58.33,58.33,244986
20250110,BAER39,US AEROSPACE,44.07,44.11,44.07,44.09,44.11,163147
20250110,BEFV39,MSCIEAFEVALU,52.95,52.95,52.95,52.95,52.95,5295
20250110,BPVE39,GX INFRA DEV,81.92,81.92,81.6,81.8,81.6,188160
20250110,BEWG39,MSCI GERMANY,65.1,65.1,65.1,65.1,65.1,97650
20250110,BEWT39,MSCI TAIWAN,52.12,52.2,51.88,52.19,51.88,26486662
20250110,BFXH39,FT HCAREALPH,43.25,43.25,43.25,43.25,43.25,216250
20250110,BGRT39,GLOBAL REIT,47.86,47.86,47.17,47.57,47.17,480483
20250110,GDXB39,VE GOLD ETF,73.19,74.48,72.68,73.54,72.68,73795326
20250110,BCPX39,GX COPPER MN,47.59,48.06,47.59,47.62,47.64,76196
20250110,ECOR3F,ECORODOVIAS,4.5,4.61,4.37,4.51,4.58,2432790
20250110,GOAU3F,GERDAU MET,9.7,9.93,9.52,9.62,9.93,4711200
20250110,BALM3F,BAUMER,14,14,14,14,14,1400
20250110,BEES3F,BANESTES,8.36,8.37,8.27,8.32,8.29,2297504
20250110,BHIA3F,CASAS BAHIA,2.82,2.83,2.71,2.75,2.73,1908850
20250110,COGN3F,COGNA ON,1.16,1.18,1.13,1.15,1.18,1583654
20250110,DEXP3F,DEXXOS PAR,8.36,8.59,8.18,8.35,8.48,854742
20250120,PLAS3,PLASCAR PART,5.8,5.8,5.8,5.8,5.8,58000
20250120,SANB4,SANTANDER BR,13.08,13.2,12.98,13.08,13.2,166754600
20250120,WEST3,WESTWING,4.75,4.76,4.67,4.71,4.67,2543500
20250120,WLMM4,WLM IND COM,29,29,28.81,28.9,28.81,578100
20250120,BMEB4,MERCANTIL,37.19,37.74,35.67,36.54,36,106357800
20250120,CRFB3,CARREFOUR BR,5.61,5.86,5.54,5.73,5.8,5744955400
20250110,BIXN39,GLOBAL TECH,17.06,17.1,16.99,17.01,17.01,7918491
20250110,BIYW39,US TECHNOLOG,27.81,27.81,27.58,27.75,27.75,2300557
20250110,IBIT39,BKR BITCOIN,110,110.98,106.47,109.1,110.98,301728696
20250110,BSHY39,BKR 1 3 YRTR,62.7,62.7,62.45,62.66,62.65,8523050
20250110,BTFL39,BKR FLOT RTE,61.55,61.73,61.55,61.61,61.73,18483
20250110,BIBB39,ICE BIOTECH,53.76,53.93,53.65,53.86,53.72,3086728
20250110,BIEV39,EUROPE ETF,63.96,63.96,63.88,63.94,63.88,127880
20250110,BBJP39,JP BTB JAPAO,65.46,65.46,65.46,65.46,65.46,1571040
20250110,BUSM39,MSCI US MVOL,67.6,67.6,67.05,67.32,67.05,161580
20250110,BACW39,MSCI ACWI,73,73,70.97,71.35,71.04,3617816
20250110,BEEM39,MSCI EMGMARK,42.12,42.12,42.12,42.12,42.12,4212
20250110,BLQD39,BKR IBOX IGC,63.78,64.6,63.78,64.3,64.35,3331070
20250110,BEWA39,MSCIAUSTRALI,48.45,48.45,48.45,48.45,48.45,775200
20250110,BEWP39,MSCI SPAIN,63.59,63.59,63.59,63.59,63.59,661336
20250110,BFBI39,FT NYSE BIOT,54.52,54.52,53.1,53.81,53.1,10762
20250110,BGOV39,BKR US TREAS,45.5,45.55,45.25,45.48,45.4,6349312
20250110,BHER39,GX GAMES SPT,35.08,35.08,35.08,35.08,35.08,413944
20250110,BCOM39,BKR COMT ROL,53.27,53.27,53.27,53.27,53.27,31962
20250110,GOLL4,GOL,1.71,1.72,1.58,1.62,1.59,1854927400
20250110,GMAT3F,GRUPO MATEUS,6.15,6.15,5.85,5.95,6.15,2766508
20250110,ITUB4F,ITAUUNIBANCO,31.07,31.14,30.57,30.76,30.58,114130186
20250110,BBAS3F,BRASIL,24.27,24.44,24.13,24.28,24.2,514063973
20250110,BGIP4F,BANESE,23.41,23.7,23.39,23.44,23.7,241484
20250110,COCE5F,COELCE,25.98,25.98,24.16,24.84,24.77,1383871
20250110,DESK3F,DESKTOP,10.34,10.34,10,10.1,10.1,926509
20250120,SANB3,SANTANDER BR,11.89,11.89,11.7,11.8,11.84,150245700
20250120,SAPR4,SANEPAR,5.18,5.27,5.14,5.22,5.23,566699900
20250120,WIZC3,WIZ CO,5.53,5.55,5.4,5.44,5.4,143902700
20250120,BMEB3,MERCANTIL,32,32,31.7,31.78,31.7,2225000
20250120,BRAV3,BRAVA,25.15,25.47,23.71,24.48,23.71,31101031700
20250120,CSAN3,COSAN,8.2,8.2,7.64,7.86,7.64,29008776500
20250110,F1TN34,FORTINET INC,292.9,292.9,287.5,287.99,287.5,316790
20250110,LMTB34,LOCKHEED,2858.3,2878.11,2846.98,2859.06,2860.61,4574499
20250110,FDXB34,FEDEX CORP,1658.68,1658.68,1658.68,1658.68,1658.68,497604
20250110,CATP34,CATERPILLAR,139,139,133.58,137.05,133.58,99038307
20250110,C2CA34,FEMSA SAB CV,91.9,91.9,91.9,91.9,91.9,9190
20250110,C2OU34,COURSERA INC,25.44,25.44,25.44,25.44,25.44,343440
20250110,CAPH34,CAPRI HOLDI,144.69,144.69,144.69,144.69,144.69,376194
20250110,ABTT34,ABBOTT,58.65,58.65,58.65,58.65,58.65,5865
20250110,ADPR34,AUTOMATIC DT,74.12,74.12,73.35,74.11,73.35,1037603
20250110,C1CI34,CROWN CASTLE,130.65,130.65,129.8,129.94,129.8,636730
20250110,C1MG34,CHIPOTLE MEX,17.47,17.5,17.25,17.37,17.25,880678
20250110,C1TV34,CORTEVA INC,83.79,86.28,83.79,85.65,86.28,4831051
20250110,E2NP34,ENPHASE ENER,16.42,16.74,16.4,16.55,16.6,6957763
20250110,ITLC34,INTEL,20.1,20.1,19.26,19.73,19.55,78690945
20250110,M1KC34,MCCORMICK,110,110,110,110,110,11000
20250110,M1SC34,MSCI INC,80,80.55,80,80.54,80.55,1949255
20250110,M1UF34,MITSUBISHI U,72.31,72.31,71.75,72.18,71.75,360948
20250110,M2ST34,MICROSTRATEG,29.14,29.4,27.76,28.69,28.61,2404773637
20250110,AXPB34,AMERICAN EXP,183.82,183.82,179.31,180.1,179.74,29231661
20250110,DEEC34,DEERE CO,82.95,83.6,81.48,82.45,83.24,50154746
20250110,DISB34,WALT DISNEY,44.35,44.73,43.64,44.17,43.64,118577800
20250110,E1QN34,EQUINOR ASA,77,77.6,77,77.25,77.17,332205
20250110,E1XC34,EXELON CORP,229.88,229.88,228.04,229.16,228.04,297910
20250110,CNIC34,CANAD NATION,25.71,25.71,25.67,25.69,25.67,513800
20250110,D1EX34,DEXCOM INC,9.46,9.5,9.44,9.49,9.44,951890
20250110,D1OW34,DOW INC,61.75,61.75,59.05,59.6,59.14,77489
20250110,D2KN34,DRAFTKINGS,40.08,40.43,40.08,40.42,40.43,335534
20250110,X1EL34,XCEL ENERGY,180.78,191.04,180.78,188.58,191.04,1395510
20250110,MOSC34,MOSAIC CO,24.65,25.2,24.65,24.83,25.2,29805
20250110,HOND34,HONDA MO,177.7,177.7,175.11,176.05,175.32,2394354
20250110,OXYP34,OCCIDENT PTR,52.76,53.22,52.3,52.89,52.3,53685501
20250120,EKTR4,ELEKTRO,48.61,50,48.61,49.07,50,1472200
20250120,HBRE3,HBR REALTY,3,3.13,2.94,3.06,3.08,110042900
20250120,MRSA6B,MRS LOGIST,29,29,29,29,29,580000
20250120,B3SA3,B3,10.2,10.46,10.2,10.33,10.32,11801288700
20250120,BBAS3,BRASIL,25.35,25.6,25.26,25.44,25.43,26719850100
20250120,NTCO3,GRUPO NATURA,12.25,12.67,12.23,12.45,12.45,5704358200
20250120,UNIP6,UNIPAR,45.52,46.49,44.9,45.97,45.96,473965300
20250120,OPCT3,OCEANPACT,5.05,5.1,4.93,5.01,4.93,203557000
20250120,VALE3,VALE,54.22,54.49,53.76,54.08,54.29,66623840700
20250120,MILS3,MILLS,8.58,8.74,8.47,8.63,8.67,315115200
20250120,REDE3,REDE ENERGIA,6.28,6.32,6.28,6.29,6.31,944000
20250120,DESK3,DESKTOP,10.05,10.5,10,10.27,10.21,129738500
20250120,GGPS3,GPS,13.7,14.03,13.55,13.77,13.57,4694728100
20250120,ATED3,ATOM EDUC,1.37,1.41,1.35,1.37,1.4,2485000
20250120,AZEV4,AZEVEDO,1.04,1.22,1.04,1.17,1.2,988466200
20250120,CEBR3,CEB,16.29,16.29,16.12,16.18,16.12,1941900
20250120,CEEB3,COELBA,38,38,38,38,38,1140000
20250120,CLSA3,CLEARSALE,10.14,10.14,10.02,10.06,10.1,1339112100
20250120,CSUD3,CSU DIGITAL,16.43,16.43,16,16.14,16,50698800
20250120,FRAS3,FRAS-LE,21.14,21.14,20.74,20.99,21.05,238880600
20250120,GFSA3,GAFISA,1.25,1.36,1.25,1.32,1.31,887165600
20250120,ITUB4,ITAUUNIBANCO,32.2,32.9,32.2,32.67,32.66,30171236600
20250120,PMAM3,PARANAPANEMA,1.35,1.38,1.3,1.32,1.33,49837300
20250120,AGXY3,AGROGALAXY,0.84,0.87,0.64,0.75,0.73,366097700
20250120,BDLL3,BARDELLA,10,10,10,10,10,200000
20250120,JFEN3,JOAO FORTES,2.44,2.5,2.44,2.45,2.44,3829800
20250120,OSXB3,OSX BRASIL,3.75,3.75,3.65,3.68,3.65,257700
20250120,EQTL1,EQUATORIAL,2.39,2.41,2.16,2.26,2.21,4885400
20250120,BRIM11,FII BRIO II,950,950,950,950,950,190000
20250120,INLG11,FII INTER LG,67.5,67.6,67,67.3,67.35,11649647
20250120,KNHY11,FII KINEA HY,98.53,99.17,98.48,98.93,98.99,378800188
20250110,P1HC34,PARKER-HANNI,993.28,993.28,970.97,982.12,970.97,196425
20250110,CVSH34,CVS HEALTH,28.38,29.12,28.38,29.01,29.12,414868
20250110,P2AN34,PALOALTO NET,17.6,17.76,17.11,17.6,17.11,154356363
20250110,P2NB34,PENUMBRA,52,52,52,52,52,572000
20250110,PFIZ34,PFIZER,40.7,41.29,40.57,40.98,41.23,39762062
20250110,G1DS34,GDS HOLDINGS,18.29,18.29,16.21,16.95,16.46,215178002
20250110,G1SK34,GSK PLC,40.72,40.72,40.72,40.72,40.72,4072
20250110,G2ME34,GLOBUS MEDIC,68.5,68.57,65.84,67.41,66,155056
20250110,T1CH34,BIO-TECHNE C,14.98,14.98,14.98,14.98,14.98,14980
20250110,T1MU34,T-MOBILE US,642,642,642,642,642,128400
20250110,T1TW34,TAKE-TWO INT,280,280.84,271.05,275.02,273.56,7123027
20250110,NETE34,NETEASE,56.05,56.08,55.92,56.07,55.92,538328
20250110,NMRH34,NOMURA HO,33.81,34.41,33.81,33.84,33.97,67696
20250110,GEOO34,GEAEROSPACE,1050,1053.64,1039,1044.84,1048.64,60496400
20250110,WFCO34,WELLS FARGO,108.5,108.5,105.93,107.46,106.02,1080421543
20250110,MELI34,MERCADOLIBRE,87.9,90.59,87.07,89.4,90.15,3595130475
20250110,A1EG34,AEGON LTD,36.61,36.61,36.6,36.6,36.6,18301
20250110,A1LK34,ALASKA AIR G,415,415,414.8,414.99,414.8,5851480
20250110,I1CE34,INTERCONTINE,440.5,440.5,440.5,440.5,440.5,44050
20250110,I1SR34,INTUITIVE SU,168.17,168.17,167.36,167.42,167.36,3900897
20250110,L1RC34,LAM RESEARCH,10.34,10.42,10.33,10.39,10.33,714306
20250110,A1MP34,AMERIPRISE F,790.37,790.37,790.37,790.37,790.37,1264592
20250110,Z1OM34,ZOOM COMMS,18.98,19.55,18.97,19.21,19.29,1654046
20250110,L1WH34,LAMB WESTON,183.24,183.24,183.24,183.24,183.24,18324
20250110,L2PL34,LPL FINCL HD,112.35,112.35,112.35,112.35,112.35,1168440
20250110,GPIV33,GP INVEST,3.95,3.99,3.81,3.9,3.99,3268113
20250110,EVTC31,EVERTEC INC,199,201.01,192.52,197.38,192.52,4500297
20250110,PPLA11,PPLA,1.17,1.19,1.17,1.18,1.19,7963
20250110,BIVE39,SP500 VALUE,78.08,78.87,76.24,76.97,76.5,928507054
20250110,BIXJ39,GLOBALHEALTH,69.3,69.3,66.27,66.54,66.27,459142
20250110,BNDA39,MSCI INDIA,79,79,78.2,78.43,78.2,97543161
20250120,HBOR3,HELBOR,1.38,1.39,1.34,1.37,1.38,67717500
20250120,HYPE3,HYPERA,18.27,18.47,17.92,18.31,18.38,3897694300
20250120,MTSA4,METISA,36.86,36.86,36.85,36.85,36.85,1842600
20250120,BAZA3,AMAZONIA,85.74,86.46,85.34,86,86.46,16341300
20250120,TUPY3,TUPY,21.73,21.91,21.52,21.67,21.78,555814400
20250120,UNIP3,UNIPAR,45.2,46.33,44.83,45.85,46.33,48601800
20250120,ONCO3,ONCOCLINICAS,2.24,2.3,2.18,2.25,2.24,752512700
20250120,SBSP3,SABESP,92.58,94.69,92.23,93.72,93.55,22404474100
20250120,USIM5,USIMINAS,5.01,5.07,4.94,5.02,5.04,3599950600
20250120,RECV3,PETRORECSA,16.53,16.74,16.45,16.57,16.51,1869754700
20250120,DASA3,DASA,1.88,1.91,1.83,1.86,1.83,120240700
20250120,DIRR3,DIRECIONAL,25.06,25.44,24.63,25.17,25.33,7550515000
20250120,GOAU4,GERDAU MET,9.72,9.84,9.55,9.71,9.82,7238508900
20250120,AZEV3,AZEVEDO,1.06,1.23,1.04,1.16,1.2,200973200
20250120,CEAB3,CEA MODAS,7.93,8.22,7.89,8.12,8.14,1322923400
20250120,CEDO4,CEDRO,21,21,20.95,20.98,20.95,2308000
20250120,CGRA4,GRAZZIOTIN,27.55,27.55,26.5,26.85,26.53,30888700
20250120,CMIG4,CEMIG,10.48,10.63,10.4,10.55,10.58,5358348500
20250120,CXSE3,CAIXA SEGURI,14.45,14.62,14.41,14.49,14.44,3218751900
20250120,GEPA4,GER PARANAP,29,29,28.87,28.95,28.87,868700
20250120,ITUB3,ITAUUNIBANCO,28.32,28.72,28.25,28.55,28.58,1272529000
20250120,NUTR3,NUTRIPLANT,4.07,4.07,3.84,4.02,3.84,10392300
20250120,TEKA4,TEKA,34.8,34.8,34.8,34.8,34.8,348000
20250120,RNEW4,RENOVA,0.91,0.92,0.9,0.91,0.9,7086300
20250120,NEXP3,NEXPE,3.91,3.91,3.75,3.8,3.75,799100
20250120,OIBR4,OI,8.84,8.84,8.46,8.67,8.82,34775300
20250120,SMFT1,SMART FIT,1.9,2.4,1.9,2.1,2.39,989700
20250120,BRCR11,FII BC FUND,40,40,39.45,39.64,39.71,127461169
20250120,ICRI11,FII CI IPCA,85.04,87,84.41,85.72,85.14,144490668
20250120,KNHF11,FII KINEA HF,80.26,80.54,78.83,79.42,79.29,486213256
20250120,KNRI11,FII KINEA,132.65,133.46,131.78,132.37,132.3,502769711
20250120,ELET3,ELETROBRAS,34.68,35.27,34.49,35.02,35.02,16208205000
20250120,HBSA3,HIDROVIAS,2.9,2.95,2.83,2.88,2.86,396634100
20250120,MRVE3,MRV,5.24,5.44,5.2,5.34,5.36,3906378200
20250120,BEES3,BANESTES,8.22,8.28,8.2,8.23,8.25,5847000
20250120,BIED3,BIOMA EDUC,3.96,3.96,3.91,3.94,3.91,591400
20250120,UCAS3,UNICASA,1.83,1.86,1.81,1.82,1.81,2589600
20250120,ODPV3,ODONTOPREV,10.99,10.99,10.68,10.79,10.75,923843400
20250120,ORVR3,ORIZON,36.58,37.25,36.19,36.89,36.83,960757500
20250120,MULT3,MULTIPLAN,20.36,20.88,20.23,20.68,20.7,4303843700
20250120,MLAS3,MULTILASER,1.14,1.15,1.08,1.1,1.1,253701200
20250120,RENT3,LOCALIZA,30,31,29.85,30.6,30.58,14181661900
20250120,DEXP3,DEXXOS PAR,8.94,9.16,8.7,9,9.04,118551100
20250120,GMAT3,GRUPO MATEUS,6.21,6.28,6.14,6.18,6.15,1687005100
20250120,AURE3,AUREN,7.78,7.79,7.66,7.72,7.77,4708114700
20250120,AZUL4,AZUL,4.4,4.44,4.27,4.34,4.35,4298284600
20250120,CEBR5,CEB,15.31,15.48,15.2,15.34,15.48,5216500
20250120,CGAS5,COMGAS,121.39,121.39,121.39,121.39,121.39,1213900
20250120,CLSC4,CELESC,79.3,79.89,78.95,79.26,79.51,20608200
